english_name,scientific_name
Black Thicket Fantail,Rhipidura maculipectus
White-bellied Thicket Fantail,Rhipidura leucothorax
Willie Wagtail,Rhipidura leucophrys
Sunda Pied Fantail,Rhipidura javanica
Philippine Pied Fantail,Rhipidura nigritorquis
White-throated Fantail,Rhipidura albicollis
White-spotted Fantail,Rhipidura albogularis
Rufous-tailed Fantail,Rhipidura phoenicura
White-bellied Fantail,Rhipidura euryura
White-browed Fantail,Rhipidura aureola
Rufous-backed Fantail,Rhipidura rufidorsa
Dimorphic Fantail,Rhipidura brachyrhyncha
Bismarck Fantail,Rhipidura dahli
Mussau Fantail,Rhipidura matthiae
Malaita Fantail,Rhipidura malaitae
Sulawesi Fantail,Rhipidura teysmanni
Peleng Fantail,Rhipidura habibiei
Taliabu Fantail,Rhipidura sulaensis
Tawny-backed Fantail,Rhipidura superflua
Streak-breasted Fantail,Rhipidura dedemi
Long-tailed Fantail,Rhipidura opistherythra
Palau Fantail,Rhipidura lepida
Manus Fantail,Rhipidura semirubra
Supertramp Fantail,Rhipidura semicollaris
Arafura Fantail,Rhipidura dryas
Gilolo Fantail,Rhipidura torrida
Australian Rufous Fantail,Rhipidura rufifrons
Louisiade Fantail,Rhipidura louisiadensis
Santa Cruz Fantail,Rhipidura melanolaema
Micronesian Rufous Fantail,Rhipidura versicolor
Solomons Rufous Fantail,Rhipidura rufofronta
Pohnpei Fantail,Rhipidura kubaryi
Friendly Fantail,Rhipidura albolimbata
Chestnut-bellied Fantail,Rhipidura hyperythra
Bougainville Fantail,Rhipidura drownei
Guadalcanal Fantail,Rhipidura ocularis
Vanuatu Streaked Fantail,Rhipidura spilodera
Fiji Streaked Fantail,Rhipidura layardi
New Caledonian Streaked Fantail,Rhipidura verreauxi
Makira Fantail,Rhipidura tenebrosa
Rennell Fantail,Rhipidura rennelliana
Kadavu Fantail,Rhipidura personata
Samoan Fantail,Rhipidura nebulosa
Grey Fantail,Rhipidura albiscapa
Mangrove Fantail,Rhipidura phasiana
New Zealand Fantail,Rhipidura fuliginosa
Bronzed Drongo,Dicrurus aeneus
Lesser Racket-tailed Drongo,Dicrurus remifer
Crow-billed Drongo,Dicrurus annectens
Sri Lanka Drongo,Dicrurus lophorinus
Andaman Drongo,Dicrurus andamanensis
Greater Racket-tailed Drongo,Dicrurus paradiseus
Sumatran Drongo,Dicrurus sumatranus
Wallacean Drongo,Dicrurus densus
Hair-crested Drongo,Dicrurus hottentottus
Paradise Drongo,Dicrurus megarhynchus
Sulawesi Drongo,Dicrurus montanus
Spangled Drongo,Dicrurus bracteatus
Tablas Drongo,Dicrurus menagei
Palawan Drongo,Dicrurus palawanensis
Short-tailed Drongo,Dicrurus striatus
Balicassiao,Dicrurus balicassius
Square-tailed Drongo,Dicrurus ludwigii
Shining Drongo,Dicrurus atripennis
Sharpe's Drongo,Dicrurus sharpei
White-bellied Drongo,Dicrurus caerulescens
Ashy Drongo,Dicrurus leucophaeus
Fork-tailed Drongo,Dicrurus adsimilis
Grande Comore Drongo,Dicrurus fuscipennis
Black Drongo,Dicrurus macrocercus
Velvet-mantled Drongo,Dicrurus modestus
Mayotte Drongo,Dicrurus waldenii
Aldabra Drongo,Dicrurus aldabranus
Crested Drongo,Dicrurus forficatus
Blue-headed Crested Flycatcher,Trochocercus nitens
Blue-mantled Crested Flycatcher,Trochocercus cyanomelas
Celestial Monarch,Hypothymis coelestis
Short-crested Monarch,Hypothymis helenae
Pale-blue Monarch,Hypothymis puella
Black-naped Monarch,Hypothymis azurea
Rufous Paradise Flycatcher,Terpsiphone cinnamomea
Blue Paradise Flycatcher,Terpsiphone cyanescens
Tenggara Paradise Flycatcher,Terpsiphone floris
Blyth's Paradise Flycatcher,Terpsiphone affinis
Amur Paradise Flycatcher,Terpsiphone incei
Black Paradise Flycatcher,Terpsiphone atrocaudata
Mascarene Paradise Flycatcher,Terpsiphone bourbonnensis
Indian Paradise Flycatcher,Terpsiphone paradisi
Sao Tome Paradise Flycatcher,Terpsiphone atrochalybeia
Malagasy Paradise Flycatcher,Terpsiphone mutata
Seychelles Paradise Flycatcher,Terpsiphone corvina
Red-bellied Paradise Flycatcher,Terpsiphone rufiventer
Rufous-vented Paradise Flycatcher,Terpsiphone rufocinerea
African Paradise Flycatcher,Terpsiphone viridis
Bedford's Paradise Flycatcher,Terpsiphone bedfordi
Bates's Paradise Flycatcher,Terpsiphone batesi
Torrent-lark,Grallina bruijnii
Magpie-lark,Grallina cyanoleuca
Frilled Monarch,Arses telescopthalmus
Frill-necked Monarch,Arses lorealis
Ochre-collared Monarch,Arses insularis
Pied Monarch,Arses kaupi
Palau Flycatcher,Myiagra erythrops
Pohnpei Flycatcher,Myiagra pluto
Chuuk Flycatcher,Myiagra oceanica
Biak Black Flycatcher,Myiagra atra
Moluccan Flycatcher,Myiagra galeata
Leaden Flycatcher,Myiagra rubecula
Steel-blue Flycatcher,Myiagra ferrocyanea
Makira Flycatcher,Myiagra cervinicauda
Melanesian Flycatcher,Myiagra caledonica
Vanikoro Flycatcher,Myiagra vanikorensis
Samoan Flycatcher,Myiagra albiventris
Azure-crested Flycatcher,Myiagra azureocapilla
Chestnut-throated Flycatcher,Myiagra castaneigularis
Broad-billed Flycatcher,Myiagra ruficollis
Satin Flycatcher,Myiagra cyanoleuca
Restless Flycatcher,Myiagra inquieta
Paperbark Flycatcher,Myiagra nana
Shining Flycatcher,Myiagra alecto
Mussau Flycatcher,Myiagra hebetior
Velvet Flycatcher,Myiagra eichhorni
Black Monarch,Symposiachrus axillaris
Rufous Monarch,Symposiachrus rubiensis
Flores Monarch,Symposiachrus sacerdotum
Boano Monarch,Symposiachrus boanensis
Moluccan Monarch,Symposiachrus bimaculatus
Spectacled Monarch,Symposiachrus trivirgatus
Louisiade Monarch,Symposiachrus melanopterus
Kai Monarch,Symposiachrus leucurus
Tanahjampea Monarch,Symposiachrus everetti
Buru Monarch,Symposiachrus loricatus
Kofiau Monarch,Symposiachrus julianae
Biak Monarch,Symposiachrus brehmii
Hooded Monarch,Symposiachrus manadensis
Manus Monarch,Symposiachrus infelix
Mussau Monarch,Symposiachrus menckei
Bismarck Monarch,Symposiachrus verticalis
Solomons Monarch,Symposiachrus barbatus
Malaita Monarch,Symposiachrus malaitae
Kolombangara Monarch,Symposiachrus browni
Vella Lavella Monarch,Symposiachrus nigrotectus
Banda Sea Monarch,Symposiachrus mundus
White-collared Monarch,Symposiachrus vidua
Spot-winged Monarch,Symposiachrus guttula
White-naped Monarch,Carterornis pileatus
Tanimbar Monarch,Carterornis castus
White-eared Monarch,Carterornis leucotis
Golden Monarch,Carterornis chrysomela
Chuuk Monarch,Metabolus rugensis
Yap Monarch,Monarcha godeffroyi
Tinian Monarch,Monarcha takatsukasae
Island Monarch,Monarcha cinerascens
White-capped Monarch,Monarcha richardsii
Chestnut-bellied Monarch,Monarcha castaneiventris
Black-faced Monarch,Monarcha melanopsis
Black-winged Monarch,Monarcha frater
Tahiti Monarch,Pomarea nigra
Rarotonga Monarch,Pomarea dimidiata
Iphis Monarch,Pomarea iphis
Marquesan Monarch,Pomarea mendozae
Fatu Hiva Monarch,Pomarea whitneyi
Hawaii Elepaio,Chasiempis sandwichensis
Kauai Elepaio,Chasiempis sclateri
Oahu Elepaio,Chasiempis ibidis
Buff-bellied Monarch,Neolalage banksiana
Ogea Monarch,Mayrornis versicolor
Slaty Monarch,Mayrornis lessoni
Vanikoro Monarch,Mayrornis schistaceus
Southern Shrikebill,Clytorhynchus pachycephaloides
Rennell Shrikebill,Clytorhynchus hamlini
Fiji Shrikebill,Clytorhynchus vitiensis
Black-throated Shrikebill,Clytorhynchus nigrogularis
Santa Cruz Shrikebill,Clytorhynchus sanctaecrucis
White-winged Chough,Corcorax melanorhamphos
Apostlebird,Struthidea cinerea
Blue-capped Ifrit,Ifrita kowaldi
Obi Paradise-crow,Lycocorax obiensis
Halmahera Paradise-crow,Lycocorax pyrrhopterus
Trumpet Manucode,Phonygammus keraudrenii
Curl-crested Manucode,Manucodia comrii
Crinkle-collared Manucode,Manucodia chalybatus
Jobi Manucode,Manucodia jobiensis
Glossy-mantled Manucode,Manucodia ater
King of Saxony Bird-of-paradise,Pteridophora alberti
Queen Carola's Parotia,Parotia carolae
Bronze Parotia,Parotia berlepschi
Western Parotia,Parotia sefilata
Wahnes's Parotia,Parotia wahnesi
Lawes's Parotia,Parotia lawesii
Eastern Parotia,Parotia helenae
Twelve-wired Bird-of-paradise,Seleucidis melanoleucus
Pale-billed Sicklebill,Drepanornis bruijnii
Black-billed Sicklebill,Drepanornis albertisi
Standardwing,Semioptera wallacii
Vogelkop Lophorina,Lophorina superba
Greater Lophorina,Lophorina latipennis
Lesser Lophorina,Lophorina minor
Paradise Riflebird,Ptiloris paradiseus
Victoria's Riflebird,Ptiloris victoriae
Magnificent Riflebird,Ptiloris magnificus
Growling Riflebird,Ptiloris intercedens
Black Sicklebill,Epimachus fastosus
Brown Sicklebill,Epimachus meyeri
Long-tailed Paradigalla,Paradigalla carunculata
Short-tailed Paradigalla,Paradigalla brevicauda
Splendid Astrapia,Astrapia splendidissima
Arfak Astrapia,Astrapia nigra
Huon Astrapia,Astrapia rothschildi
Princess Stephanie's Astrapia,Astrapia stephaniae
Ribbon-tailed Astrapia,Astrapia mayeri
King Bird-of-paradise,Cicinnurus regius
Wilson's Bird-of-paradise,Diphyllodes respublica
Magnificent Bird-of-paradise,Diphyllodes magnificus
Blue Bird-of-paradise,Paradisornis rudolphi
Emperor Bird-of-paradise,Paradisaea guilielmi
Red Bird-of-paradise,Paradisaea rubra
Goldie's Bird-of-paradise,Paradisaea decora
Lesser Bird-of-paradise,Paradisaea minor
Raggiana Bird-of-paradise,Paradisaea raggiana
Greater Bird-of-paradise,Paradisaea apoda
Lesser Melampitta,Melampitta lugubris
Greater Melampitta,Megalampitta gigantea
Crested Jayshrike,Platylophus galericulatus
Yellow-billed Shrike,Corvinella corvina
Magpie Shrike,Urolestes melanoleucus
Long-tailed Fiscal,Lanius cabanisi
Grey-backed Fiscal,Lanius excubitoroides
Taita Fiscal,Lanius dorsalis
Somali Fiscal,Lanius somalicus
Great Grey Shrike,Lanius excubitor
Loggerhead Shrike,Lanius ludovicianus
Chinese Grey Shrike,Lanius sphenocercus
Giant Grey Shrike,Lanius giganteus
Iberian Grey Shrike,Lanius meridionalis
Northern Shrike,Lanius borealis
Masked Shrike,Lanius nubicus
Lesser Grey Shrike,Lanius minor
Woodchat Shrike,Lanius senator
Emin's Shrike,Lanius gubernator
Mackinnon's Shrike,Lanius mackinnoni
Sao Tome Fiscal,Lanius newtoni
Northern Fiscal,Lanius humeralis
Souza's Shrike,Lanius souzae
Southern Fiscal,Lanius collaris
Tiger Shrike,Lanius tigrinus
Bay-backed Shrike,Lanius vittatus
Burmese Shrike,Lanius collurioides
Isabelline Shrike,Lanius isabellinus
Red-backed Shrike,Lanius collurio
Red-tailed Shrike,Lanius phoenicuroides
Long-tailed Shrike,Lanius schach
Brown Shrike,Lanius cristatus
Grey-backed Shrike,Lanius tephronotus
Mountain Shrike,Lanius validirostris
Bull-headed Shrike,Lanius bucephalus
Northern White-crowned Shrike,Eurocephalus ruppelli
Southern White-crowned Shrike,Eurocephalus anguitimens
Alpine Chough,Pyrrhocorax graculus
Red-billed Chough,Pyrrhocorax pyrrhocorax
Racket-tailed Treepie,Crypsirina temia
Hooded Treepie,Crypsirina cucullata
Ratchet-tailed Treepie,Temnurus temnurus
Malayan Black Magpie,Platysmurus leucopterus
Bornean Black Magpie,Platysmurus aterrimus
Rufous Treepie,Dendrocitta vagabunda
Grey Treepie,Dendrocitta formosae
Sumatran Treepie,Dendrocitta occipitalis
Bornean Treepie,Dendrocitta cinerascens
White-bellied Treepie,Dendrocitta leucogastra
Collared Treepie,Dendrocitta frontalis
Andaman Treepie,Dendrocitta bayleii
Common Green Magpie,Cissa chinensis
Indochinese Green Magpie,Cissa hypoleuca
Javan Green Magpie,Cissa thalassina
Bornean Green Magpie,Cissa jefferyi
Sri Lanka Blue Magpie,Urocissa ornata
Taiwan Blue Magpie,Urocissa caerulea
Yellow-billed Blue Magpie,Urocissa flavirostris
Red-billed Blue Magpie,Urocissa erythroryncha
White-winged Magpie,Urocissa whiteheadi
Iberian Magpie,Cyanopica cooki
Azure-winged Magpie,Cyanopica cyanus
Siberian Jay,Perisoreus infaustus
Sichuan Jay,Perisoreus internigrans
Canada Jay,Perisoreus canadensis
White-throated Jay,Cyanolyca mirabilis
Dwarf Jay,Cyanolyca nanus
Black-throated Jay,Cyanolyca pumilo
Silvery-throated Jay,Cyanolyca argentigula
Azure-hooded Jay,Cyanolyca cucullata
Beautiful Jay,Cyanolyca pulchra
Black-collared Jay,Cyanolyca armillata
Turquoise Jay,Cyanolyca turcosa
White-collared Jay,Cyanolyca viridicyanus
Pinyon Jay,Gymnorhinus cyanocephalus
Blue Jay,Cyanocitta cristata
Steller's Jay,Cyanocitta stelleri
Florida Scrub Jay,Aphelocoma coerulescens
Island Scrub Jay,Aphelocoma insularis
California Scrub Jay,Aphelocoma californica
Woodhouse's Scrub Jay,Aphelocoma woodhouseii
Mexican Jay,Aphelocoma wollweberi
Transvolcanic Jay,Aphelocoma ultramarina
Unicolored Jay,Aphelocoma unicolor
Black-throated Magpie-Jay,Cyanocorax colliei
White-throated Magpie-Jay,Cyanocorax formosus
Brown Jay,Cyanocorax morio
Azure Jay,Cyanocorax coeruleus
Violaceous Jay,Cyanocorax violaceus
Purplish Jay,Cyanocorax cyanomelas
Curl-crested Jay,Cyanocorax cristatellus
Green Jay,Cyanocorax yncas
White-tailed Jay,Cyanocorax mystacalis
Bushy-crested Jay,Cyanocorax melanocyaneus
Yucatan Jay,Cyanocorax yucatanicus
Purplish-backed Jay,Cyanocorax beecheii
San Blas Jay,Cyanocorax sanblasianus
Tufted Jay,Cyanocorax dickeyi
Black-chested Jay,Cyanocorax affinis
Azure-naped Jay,Cyanocorax heilprini
Cayenne Jay,Cyanocorax cayanus
Plush-crested Jay,Cyanocorax chrysops
White-naped Jay,Cyanocorax cyanopogon
Eurasian Jay,Garrulus glandarius
Black-headed Jay,Garrulus lanceolatus
Lidth's Jay,Garrulus lidthi
Ethiopian Bushcrow,Zavattariornis stresemanni
Maghreb Magpie,Pica mauritanica
Oriental Magpie,Pica serica
Black-rumped Magpie,Pica bottanensis
Asir Magpie,Pica asirensis
Eurasian Magpie,Pica pica
Black-billed Magpie,Pica hudsonia
Yellow-billed Magpie,Pica nuttallii
Piapiac,Ptilostomus afer
Mongolian Ground Jay,Podoces hendersoni
Xinjiang Ground Jay,Podoces biddulphi
Turkestan Ground Jay,Podoces panderi
Iranian Ground Jay,Podoces pleskei
Clark's Nutcracker,Nucifraga columbiana
Northern Nutcracker,Nucifraga caryocatactes
Southern Nutcracker,Nucifraga hemispila
Kashmir Nutcracker,Nucifraga multipunctata
Daurian Jackdaw,Coloeus dauuricus
Western Jackdaw,Coloeus monedula
Cuban Crow,Corvus nasicus
Jamaican Crow,Corvus jamaicensis
White-necked Crow,Corvus leucognaphalus
Hispaniolan Palm Crow,Corvus palmarum
Cuban Palm Crow,Corvus minutus
Fish Crow,Corvus ossifragus
Tamaulipas Crow,Corvus imparatus
Sinaloa Crow,Corvus sinaloae
Cape Crow,Corvus capensis
Rook,Corvus frugilegus
White-necked Raven,Corvus albicollis
Thick-billed Raven,Corvus crassirostris
Brown-necked Raven,Corvus ruficollis
Pied Crow,Corvus albus
Somali Crow,Corvus edithae
Chihuahuan Raven,Corvus cryptoleucus
Fan-tailed Raven,Corvus rhipidurus
Northern Raven,Corvus corax
American Crow,Corvus brachyrhynchos
Collared Crow,Corvus torquatus
Carrion Crow,Corvus corone
Flores Crow,Corvus florensis
House Crow,Corvus splendens
Mariana Crow,Corvus kubaryi
Philippine Jungle Crow,Corvus philippinus
Large-billed Crow,Corvus macrorhynchos
Piping Crow,Corvus typicus
Banggai Crow,Corvus unicolor
Sunda Crow,Corvus enca
Sierra Madre Crow,Corvus sierramadrensis
Samar Crow,Corvus samarensis
Sulawesi Crow,Corvus celebensis
Palawan Crow,Corvus pusillus
Long-billed Crow,Corvus validus
New Caledonian Crow,Corvus moneduloides
White-billed Crow,Corvus woodfordi
Bougainville Crow,Corvus meeki
Violet Crow,Corvus violaceus
Brown-headed Crow,Corvus fuscicapillus
Grey Crow,Corvus tristis
Australian Raven,Corvus coronoides
Little Raven,Corvus mellori
Forest Raven,Corvus tasmanicus
Bismarck Crow,Corvus insularis
Little Crow,Corvus bennetti
Torresian Crow,Corvus orru
Yellow-breasted Satinbird,Loboparadisea sericea
Loria's Satinbird,Cnemophilus loriae
Crested Satinbird,Cnemophilus macgregorii
Slaty-headed Longbill,Toxorhamphus poliopterus
Yellow-bellied Longbill,Toxorhamphus novaeguineae
Pygmy Longbill,Oedistoma pygmaeum
Spectacled Longbill,Oedistoma iliolophus
Obscure Berrypecker,Melanocharis arfakiana
Black Berrypecker,Melanocharis nigra
Mid-mountain Berrypecker,Melanocharis longicauda
Fan-tailed Berrypecker,Melanocharis versteri
Satin Berrypecker,Melanocharis citreola
Streaked Berrypecker,Melanocharis striativentris
Thick-billed Berrypecker,Melanocharis crassirostris
Spotted Berrypecker,Melanocharis piperata
Stitchbird,Notiomystis cincta
North Island Kokako,Callaeas wilsoni
South Island Saddleback,Philesturnus carunculatus
North Island Saddleback,Philesturnus rufusater
Rail-babbler,Eupetes macrocerus
Cape Rockjumper,Chaetops frenatus
Drakensberg Rockjumper,Chaetops aurantius
White-necked Rockfowl,Picathartes gymnocephalus
Grey-necked Rockfowl,Picathartes oreas
Lesser Ground Robin,Amalocichla incerta
Greater Ground Robin,Amalocichla sclateriana
White-eyed Robin,Pachycephalopsis poliosoma
Green-backed Robin,Pachycephalopsis hattamensis
Garnet Robin,Eugerygone rubra
Tomtit,Petroica macrocephala
Black Robin,Petroica traversi
North Island Robin,Petroica longipes
South Island Robin,Petroica australis
Mountain Robin,Petroica bivittata
Snow Mountain Robin,Petroica archboldi
Norfolk Robin,Petroica multicolor
Red-capped Robin,Petroica goodenovii
Solomons Robin,Petroica polymorpha
Pacific Robin,Petroica pusilla
Rose Robin,Petroica rosea
Pink Robin,Petroica rodinogaster
Flame Robin,Petroica phoenicea
Scarlet Robin,Petroica boodang
Canary Flyrobin,Devioeca papuana
Olive Flyrobin,Kempiella flavovirescens
Yellow-legged Flyrobin,Kempiella griseoceps
Yellow-bellied Flyrobin,Cryptomicroeca flaviventris
Torrent Flyrobin,Monachella muelleriana
Golden-bellied Flyrobin,Microeca hemixantha
Lemon-bellied Flyrobin,Microeca flavigaster
Jacky Winter,Microeca fascinans
Southern Scrub Robin,Drymodes brunneopygia
Northern Scrub Robin,Drymodes superciliaris
Papuan Scrub Robin,Drymodes beccarii
Grey-headed Robin,Heteromyias cinereifrons
Black-capped Robin,Heteromyias armiti
Ashy Robin,Heteromyias albispecularis
Black-throated Robin,Plesiodryas albonotata
Black-chinned Robin,Leucophantes brachyurus
Black-sided Robin,Poecilodryas hypoleuca
White-browed Robin,Poecilodryas superciliosa
Buff-sided Robin,Poecilodryas cerviniventris
Banded Yellow Robin,Eopsaltria placens
Eastern Yellow Robin,Eopsaltria australis
Western Yellow Robin,Eopsaltria griseogularis
White-breasted Robin,Eopsaltria georgiana
Pale-yellow Robin,Eopsaltria capito
White-faced Robin,Eopsaltria leucops
Dusky Robin,Melanodryas vittata
Hooded Robin,Melanodryas cucullata
White-rumped Robin,Melanodryas bimaculata
Mangrove Robin,Melanodryas pulverulenta
White-winged Robin,Melanodryas sigillata
Slaty Robin,Melanodryas cyanus
Smoky Robin,Melanodryas cryptoleuca
Yellow-bellied Fantail,Chelidorhynx hypoxanthus
Fairy Flycatcher,Stenostira scita
Grey-headed Canary-flycatcher,Culicicapa ceylonensis
Citrine Canary-flycatcher,Culicicapa helianthea
African Blue Flycatcher,Elminia longicauda
White-tailed Blue Flycatcher,Elminia albicauda
Dusky Crested Flycatcher,Elminia nigromitrata
White-bellied Crested Flycatcher,Elminia albiventris
White-tailed Crested Flycatcher,Elminia albonotata
Yellow-bellied Hyliota,Hyliota flavigaster
Southern Hyliota,Hyliota australis
Usambara Hyliota,Hyliota usambara
Violet-backed Hyliota,Hyliota violacea
Verdin,Auriparus flaviceps
Chinese Penduline Tit,Remiz consobrinus
White-crowned Penduline Tit,Remiz coronatus
Eurasian Penduline Tit,Remiz pendulinus
Black-headed Penduline Tit,Remiz macronyx
Sennar Penduline Tit,Anthoscopus punctifrons
Mouse-colored Penduline Tit,Anthoscopus musculus
Yellow Penduline Tit,Anthoscopus parvulus
Forest Penduline Tit,Anthoscopus flavifrons
Grey Penduline Tit,Anthoscopus caroli
Cape Penduline Tit,Anthoscopus minutus
Fire-capped Tit,Cephalopyrus flammiceps
Yellow-browed Tit,Sylviparus modestus
Sultan Tit,Melanochlora sultanea
African Blue Tit,Cyanistes teneriffae
Azure Tit,Cyanistes cyanus
Eurasian Blue Tit,Cyanistes caeruleus
Ground Tit,Pseudopodoces humilis
Green-backed Tit,Parus monticolus
Great Tit,Parus major
Cinereous Tit,Parus cinereus
White-naped Tit,Machlolophus nuchalis
Yellow Tit,Machlolophus holsti
Himalayan Black-lored Tit,Machlolophus xanthogenys
Indian Black-lored Tit,Machlolophus aplonotus
Yellow-cheeked Tit,Machlolophus spilonotus
White-shouldered Black Tit,Melaniparus guineensis
White-winged Black Tit,Melaniparus leucomelas
Rufous-bellied Tit,Melaniparus rufiventris
